ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Bandgap
SnO2,no,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,CA,0,Cl,19.607,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,Cs0.05(FA0.83MA0.17)0.95PbI0.83Br0.17,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,11MA,0,19.62,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
SnO2,no,Cs0.025FA0.925MA0.05PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,DTAB,0,0,19.63,0.025,0.05,0.925,0,1,0,1,0,0,1.529786364
cTiO2,mTiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,HBPC,0,19.66,0.05,0.1,0.85,0,1,0,0.97,0.03,0,1.541113333
C60,PCBM,MA0.4FA0.6PbI3,one-step,spin,chlorobenzene,DMF+DMSO,MeO-2PACz,0,0,0,PbI2,Cl,19.66,0,0.4,0.6,0,1,0,0.6,0,0,1.646168333
SnO2,no,Rb0.05(FA0.95MA0.05)0.95PbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,19.66,0,0.0475,0.9025,0.05,1,0,0.95,0.05,0,1.52191
cTiO2,TiO2,Cs0.1(FA0.83MA0.17)0.9Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,PEAI,0,0,19.66,0.1,0.153,0.747,0,1,0,0.83,0.17,0,1.594114167
cTiO2,TiO2,FAPbI3,one-step,spin,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,PEAI,0,0,19.66,0,0,1,0,1,0,1,0,0,1.50607803
SnO2,no,Cs0.04(FA0.84MA0.16)0.96Pb(I0.84Br0.16)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,19.7,0.04,0.1536,0.8064,0,1,0,0.84,0.16,0,1.600371672
SnO2,no,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,19.7,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,mTiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,0,0,passivationlayer,0,0,19.7,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
SnO2,no,FA0.83Cs0.17Pb(I0.83Br0.17)3,one-step,spin2-3,anisole,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.7,0.17,0,0.83,0,1,0,0.83,0.17,0,1.606431765
BCP,C60,MAPbI3,one-step,spin2-3,toluene,DMF+DMSO,NiOx,0,0,0,DMA,0,19.7,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,MAPbI3,one-step,spin,no,DMF+NMP,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FA0.6MA0.4PbI3,one-step,spin2-3,diethylether,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,Cl,19.7,0,0.4,0.6,0,1,0,1,0,0,1.571951249
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.7,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,Cs0.05MA0.15FA0.8Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,GLY,0,0,Cl,19.71,0.05,0.15,0.8,0,1,0,0.83,0.17,0,1.609925422
SnO2,no,FAPbI3,one-step,spin2-3,ethylether,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,0,NMAI,0,Cl,19.72,0,0,1,0,1,0,1,0,0,1.50607803
SnO2,no,FAPbI3,one-step,spin2-3,ethylether,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,NMAI,0,0,Cl,19.73,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,FA0.85MA0.1Cs0.05PbI2.7Br0.3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-MeOTAD,LiTFSI,0,0,0,0,19.73,0.05,0.1,0.85,0,1,0,0.9,0.1,0,1.597490558
cTiO2,TiO2,Cs0.1(FA0.83MA0.17)0.9Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,PEAI,0,0,19.73,0.1,0.153,0.747,0,1,0,0.83,0.17,0,1.594114167
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,BIE-H,0,0,19.74,0,1,0,0,1,0,1,0,0,1.530113848
BCP,PCBM,MA0.6FA0.4PbI3,one-step,spin2-3,IPA,DMF+DMSO,NiOx/PTAA,0,0,0,0,0,19.74,0,0.6,0.4,0,1,0,1,0,0,1.584896475
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,DFE,0,0,19.76,1,0,0,0,1,0,0.95,0.05,0,1.687234835
SnO2,C60,Cs0.22FA0.78Pb(I0.85Br0.15)3,one-step,spin,diethylether,DMF+DMSO,NPs-NiOx,0,0,0,0,Cl,19.76,0.22,0,0.78,0,1,0,0.85,0.15,0,1.599071646
PCBM,no,Cs0.05(MA0.1FA0.9)0.95Pb(I0.9Br0.1)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,NiOx,0,0,0,0,0,19.76,0.05,0.095,0.855,0,1,0,0.9,0.1,0,1.597590558
SnO2,no,FAPbI3,one-step,spin2-3,ethylether,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,0,NMAI,0,Cl,19.78,0,0,1,0,1,0,1,0,0,1.50607803
SnO2,no,FA0.75MA0.2Cs0.05Pb(I0.75CI0.25)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-MeOTAD,LiFSI,0,0,0,0,19.78,0.05,0.2,0.75,0,1,0,0.75,0.25,0,1.700817857
cTiO2,mTiO2,(FAPbI3)0.875(MAPbBr3)0.075(CsPbI3)0.05(PbI2)0.03,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.78,0.05,0.075,0.875,0,1,0,0.875,0.075,0,1.583936608
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,TFA,0,0,19.8,1,0,0,0,1,0,0.95,0.05,0,1.687234835
cTiO2,mTiO2,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,Pyl,0,0,19.8,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
SnO2,no,Cs0.17FA0.83Pb(I0.6Br0.4)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,BABr,0,0,19.8,0.17,0,0.83,0,1,0,0.6,0.4,0,1.695830952
BCP,PCBM,(FA0.83MA0.17)0.95Cs0.05Pb(I0.9Br0.1)3,one-step,spin2-3,anisole,DMF+DMSO+NMP,NiOx,0,0,0,BMIMBF,Cl,19.8,0.05,0.1615,0.7885,0,1,0,0.9,0.1,0,1.662168571
ZTO,no,Cs0.05FA0.81MA0.14PbI2.55Br0.45,one-step,spin2-3,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,19.8,0.05,0.14,0.81,0,1,0,0.85,0.15,0,1.597903852
PCBM+C60,no,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,NiOx-Cu,mNiOx-Cu,0,0,0,0,19.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-SnO2,no,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,Li+TBP,0,0,0,0,19.8,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,BIE-Br,0,0,19.81,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,(FAPbI3)0.92(MAPbBr3)0.08,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,19.81,0,0.08,0.92,0,1,0,0.92,0.08,0,1.579925
BCP,C60,Cs0.05MA0.12FA0.83Pb(I0.85Br0.15)3,one-step,spin2-3,toluene,DMF+DMSO,TPT-P6,0,0,0,0,0,19.82,0.05,0.12,0.83,0,1,0,0.85,0.15,0,1.607323828
cTiO2,mTiO2-BP,Cs0.05MA0.16FA0.79Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,19.83,0.05,0.16,0.79,0,1,0,0.83,0.17,0,1.607224167
BCP,PCBM,Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,0,0,ITIC,0,19.85,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
SnO2,no,FA0.84MA0.16Pb(I0.84Br0.16)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.85,0,0.16,0.84,0,1,0,0.84,0.16,0,1.635313258
SnO2,no,MAPbI3,one-step,spin,diethylether,DMF+DMSO,PTAA,TPFB,0,0,caffeine,Cl,19.87,0,1,0,0,1,0,1,0,0,1.530113848
BCP,C60,Cs0.05(FA0.98MA0.02)0.95Pb(I0.98Br0.02)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,0,BEAAc,ODADI,Cl,19.88,0.05,0.019,0.931,0,1,0,0.98,0.02,0,1.53205
SnO2,C60,FA0.75Cs0.25Pb(I0.8Br0.2)3,one-step,spin2-3,diethylether,DMF+DMSO,poly每TPD,0,0,PFN每P2,F4-TCNQ,0,19.9,0.25,0,0.75,0,1,0,0.8,0.2,0,1.598641597
SnO2,no,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTZ-Py,Li+FK209,0,0,0,0,19.9,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
TiO2,NMBF-Cldimer,MAPbI3,one-step,spin2-3,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,19.9,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,FA0.84MA0.16Pb(I0.84Br0.16)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-CN,Li+TBP,0,0,0,0,19.9,0,0.16,0.84,0,1,0,0.84,0.16,0,1.635313258
BCP,C60,Cs0.05FA0.81MA0.14PbI2.55Br0.45,one-step,spin2-3,toluene,DMF+DMSO,PTAA,0,0,PEA,0,0,19.9,0.05,0.14,0.81,0,1,0,0.85,0.15,0,1.597903852
TiO2,no,(Cs0.05FA0.95PbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,PCBM,0,0,0,PVDF,0,19.91,0.0425,0.15,0.8075,0,1,0,0.85,0.15,0,1.611504493
SnO2,no,Rb0.05(FA0.95MA0.05)0.95PbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,KPF6,0,0,Cl,19.96,0,0.0475,0.9025,0.05,1,0,0.95,0.05,0,1.52191
SnO2,no,FAPbI3,one-step,spin2-3,ethylether,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,NMAI,0,0,Cl,19.97,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,[(FAPbI3)0.87(MAPbBr3)0.13]0.92(CsPbI3)0.08-2-TMAI,one-step,spin2-3,chlorobenzene,DMF+DMSO+IPA,Spiro-OMeTAD,Li+TBP+FK209,0,0,2-TMAI,0,19.97,0.08,0.12,0.8,0,1,0,0.87,0.13,0,1.603702906
BCP,PCBM,Cs0.05FA0.95PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,0,0,0,0,19.98,0.05,0,0.95,0,1,0,1,0,0,1.518583333
ZnO,3-TA,Cs0.17FA0.83PbI2.7Br0.3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,SAM,0,0,Cl,20,0.17,0,0.83,0,1,0,0.9,0.1,0,1.591451597
TiO2,no,FA0.85MA0.15PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20,0,0.15,0.85,0,1,0,1,0,0,1.548303579
SnO2,no,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
TiO2,no,FA0.85MA0.15PbI3,one-step,spin2-3,chlorobenzene,DMF+NMP,Spiro-OMeTAD,Li+TBP,0,0,0,0,20,0,0.15,0.85,0,1,0,1,0,0,1.548303579
cTiO2,TiO2,(FAPbI3)0.95(MAPbI3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,PTAA,0,0,0,0,Cl,20,0,0.05,0.95,0,1,0,1,0,0,1.51345303
PCBM-GD,ZnO-GD,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,P3CT-K,0,0,0,0,0,20,0,1,0,0,1,0,1,0,0,1.530113848
cholinechloride+C60,BCP,MAPbI3,two-step,spin-spin,no,DMF,PTAA,0,0,0,0,0,20,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,DFE,0,0,20.01,1,0,0,0,1,0,0.95,0.05,0,1.687234835
SnO2,ZnO,FA0.95Cs0.05PbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,GAI,0,20.02,0.05,0,0.95,0,1,0,1,0,0,1.518583333
SnO2,no,FA0.85MA0.15Pb(I0.85Br0.15)3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.02,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
TiO2,no,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,Li+TBP,0,0,0,0,20.02,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,TFA,0,0,20.04,1,0,0,0,1,0,0.95,0.05,0,1.687234835
cTiO2,mTiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.04,0.05,0.1,0.85,0,1,0,0.97,0.03,0,1.541113333
cTiO2,mTiO2,MAPbI3,one-step,others,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.04,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.04,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,homojunction,0,Cl,20.04,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,FA0.75MA0.2Cs0.05Pb(I0.75CI0.25)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-MeOTAD,LiTFSI,0,0,0,0,20.06,0.05,0.2,0.75,0,1,0,0.75,0.25,0,1.700817857
PCBM+C60,no,Cs0.025FA0.475MA0.5Sn0.5Pb0.5I2.925Br0.075,two-step,spin-spin,no,DMF+DMSO,MPA,0,0,0,0,0,20.08,0.025,0.5,0.475,0,0.5,0.5,0.975,0.025,0,1.234413333
cTiO2,mTiO2,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,Py,0,0,20.09,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
CH1007,no,Cs0.05(FA0.98MA0.02)0.95Pb(I0.98Br0.02)3/Cs0.05(FA0.92MA0.08)0.95Pb(I0.92Br0.08)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,0,0,0,Cl,20.09,0.05,0.019,0.931,0,1,0,0.98,0.02,0,1.53205
BCP,C60,Rb0.05Cs0.1FA0.85PbI2.7Br0.3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,0,0,HPbI3,0,20.1,0.1,0,0.85,0.05,1,0,0.9,0.1,0,1.568481429
cTiO2,mTiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.1,0.05,0.1,0.85,0,1,0,0.97,0.03,0,1.541113333
BCP,C60,Cs0.05FA0.81MA0.14PbI2.55Br0.45,one-step,spin2-3,toluene,DMF+DMSO,PTAA,0,0,VA,0,0,20.1,0.05,0.14,0.81,0,1,0,0.85,0.15,0,1.597903852
TiO2,PCBA,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,0,0,0,0,0,20.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,bis-PCBM-DMC,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,0,0,0,0,0,20.1,0,1,0,0,1,0,1,0,0,1.530113848
C60,BCP,MAPbI3,one-step,spin,no,DMF+DMSO+H2O,PEDOT:PSS,0,0,0,0,Cl,20.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-In,mTiO2,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.1,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
TiO2,ITIC,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,(FAI)0.81(PbI2)0.85(MABr)0.15(PbBr2)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Z26,Li+TBP+FK209,0,0,0,0,20.1,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,mTiO2,FAPbI3,two-step,spin-spin,no,DMF+DMSO,PTAA,Li+TBP,0,0,0,0,20.1,0,0,1,0,1,0,1,0,0,1.50607803
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,DFE,0,0,20.11,1,0,0,0,1,0,0.95,0.05,0,1.687234835
SnO2,no,Rb0.02(FA0.95Cs0.05)0.98PbI2.91Br0.03Cl0.06,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,MTDAA,0,Cl,20.11,0.049,0,0.931,0.02,1,0,0.97,0.01,0,1.535666667
BCP,PCBM,FA0.7MA0.3Pb0.5Sn0.5I3,one-step,spin,toluene,DMF+DMSO,PEDOT:PSS,0,0,[PNA]BF4,0,0,20.11,0,0.3,0.7,0,0.5,0.5,1,0,0,1.243866667
SnO2,no,FA0.75MA0.25I3,two-step,spin-spin,no,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,0,TBASF,0,Cl,20.12,0,0.25,0.75,0,1,0,1,0,0,1.557914886
SnO2,no,FA0.9Cs0.1PbI2.8Br0.2,one-step,spin,diethyether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.13,0.1,0,0.9,0,1,0,0.933333333,0.066666667,0,1.519446667
BCP,PC60BM,Cs0.025FA0.475MA0.5Sn0.5Pb0.5I3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PEDOT:PSS,0,0,EDA,0,0,20.14,0.025,0.5,0.475,0,0.5,0.5,1,0,0,1.22714
TiO2,WO3,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.14,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,PCBM,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,0,DMBI,0,0,0,20.14,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2,Cs0.1(FA0.83MA0.17)0.9Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,FPEAI,0,0,20.14,0.1,0.153,0.747,0,1,0,0.83,0.17,0,1.594114167
SnO2,no,FAPbI3,one-step,spin2-3,ethylether,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,NMAI,0,0,Cl,20.18,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,BIE-Br,0,0,20.19,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,FAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,20.19,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,FAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,20.19,0,0,1,0,1,0,1,0,0,1.50607803
TiO2,no,CsPbI2.85Br0.15,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,TFA,0,0,20.2,1,0,0,0,1,0,0.95,0.05,0,1.687234835
TiO2,no,Cs0.05FA0.81MA0.14PbI2.55Br0.45,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.2,0.05,0.14,0.81,0,1,0,0.85,0.15,0,1.597903852
SnO2-5%G,no,FA0.75MA0.15Cs0.1PbI2.65Br0.35,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.2,0.1,0.15,0.75,0,1,0,0.883333333,0.116666667,0,1.593777024
cTiO2,mTiO2-Li,Cs5(FA83MA17)95Pb(I83Br17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,20.2,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
cTiO2,mTiO2-brookite,MAPbI3,one-step,spin,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,20.2,0,1,0,0,1,0,1,0,0,1.530113848
C60,BCP,MAPbI3,one-step,spin,no,DMF+F4TCNQ,no,0,0,0,0,0,20.2,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,MAPbI3,two-step,spin-spin,no,DMF+PVP,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,20.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,BCP,MA0.6FA0.4PbI3,one-step,spin,no,DMF,PTAA-F4-TCNQ,0,0,0,0,0,20.2,0,0.6,0.4,0,1,0,1,0,0,1.584896475
cTiO2,mTiO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,ethylether,DMF+DMSO,PDIF-BT,0,0,F4-TCNQ,0,Cl,20.21,0,0.05,0.95,0,1,0,0.95,0.05,0,1.51483
SnO2,no,FA0.489MA0.511Pb(Br0.05Cl0.07I0.88)3,two-step,spin-spin,no,IPA,Spiro-OMeTAD,LiTFSI,0,0,0,Cl,20.22,0,0.511,0.489,0,1,0,0.88,0.05,0,1.626196494
PCBM+C60,no,Cs0.025FA0.475MA0.5Sn0.5Pb0.5I2.925Br0.075,two-step,spin-spin,no,DMF+DMSO,2PACz,0,0,0,0,0,20.25,0.025,0.5,0.475,0,0.5,0.5,0.975,0.025,0,1.234413333
SnO2,no,Rb0.02(FA0.95Cs0.05)0.98PbI2.91Br0.03Cl0.06,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,20.26,0.049,0,0.931,0.02,1,0,0.97,0.01,0,1.535666667
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,20.26,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,FA0.95MA0.05Pb(I0.95Br0.05)3,one-step,spin2-3,ethylacetate,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,20.27,0,0.05,0.95,0,1,0,0.95,0.05,0,1.51483
SnO2,no,FA0.94MA0.06PbI(0.94Br0.06)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PBDTT,Li+TBP+FK209,0,0,0,0,20.28,0,0.06,0.94,0,1,0,0.94,0.06,0,1.517405
cTiO2,TiO2,FAPb(I0.7Cl0.3)3,one-step,spin,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,PEAI,0,Cl,20.28,0,0,1,0,1,0,0.7,0,0,1.664281494
SnO2,no,FA0.85Cs0.15PbI3,one-step,spin,ethylacetate,DMF+DMSO,Spiro-OMeTAD,Li+TBP,DPC,MPO,0,Cl,20.29,0.15,0,0.85,0,1,0,1,0,0,1.54605
TiO2,no,FA0.85MA0.15PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,DFPDA,0,20.29,0,0.15,0.85,0,1,0,1,0,0,1.548303579
TiO2,no,FA0.85MA0.15PbI3,one-step,spin2-3,chlorobenzene,DMF+NMP,Spiro-OMeTAD,Li+TBP,0,0,DFPDA,0,20.29,0,0.15,0.85,0,1,0,1,0,0,1.548303579
SnO2,C60,Cs0.05FA0.79MA0.16PbBr0.51I2.49,one-step,spin,Ethanol,DMF+DMSO,SAM,0,0,0,0,0,20.3,0.05,0.16,0.79,0,1,0,0.83,0.17,0,1.607224167
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,PMA-I,Cl,20.3,0,0.05,0.95,0,1,0,0.95,0.05,0,1.51483
TiO2,no,MAPbI3,one-step,spin,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,homojunction,0,Cl,20.3,0,1,0,0,1,0,1,0,0,1.530113848
