ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Bandgap
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,toluene,DMF,NiOx,0,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0fiber,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF,TPADPP-2,Li+TBP,0,0,0,Cl,9.9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF+DMSO,CuSCN,0,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,Ca,MAPbI3,one-step,spin,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,9.9,0,1,0,0,1,0,1,0,0,1.530113848
C60:PhIm,C60,MAPbI3,one-step,SVD,no,no,TaTm,F6-TCNNQ,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,MAPbI3,one-step,spin2-3,diethylether,DMF+DMSO,PTAA,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,P3HT,Li+TBP,0,0,0,Cl,10,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,toluene,DMF,PEDOT:PSS,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
no,TiO2-na0rod,MAPbI3,one-step,spin2-3,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
no,no,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,chlorobenzene,DMF,PEDOT:PSS,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,BCP,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0rod,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,no,MAPb(I0.8Br0.2)xCl3-x,one-step,spin2-3,no,DMF+DIO,PEDOT:PSS,0,0,0,0,Cl,10,0,1,0,0,1,0,0.8,0.2,0,1.740169286
cTiO2,TiO2-na0rod,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,4-TFMAP,0,0,10.03,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2-mZrO2,Cs0.1FA0.9PbI3,one-step,drip,no,DMF+DMSO,no,0,0,0,0,0,10.06,0.1,0,0.9,0,1,0,1,0,0,1.513616667
PCBM,BCP,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,NiOx,0,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,DPIO,0,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
no,no,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,CuAlO2,0,0,0,0,Cl,10.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0rod,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,PEDOT:PSS,0,0,0,0,Cl,10.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,BCP,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10.1,0,1,0,0,1,0,1,0,0,1.530113848
PC61BM,no,(CsPbI3)0.05[(FAPbI3)0.90(MAPbBr3)0.10]0.95,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,a2,0,0,0,10.17,0.05,0.095,0.855,0,1,0,0.9,0.1,0,1.597590558
BCP,C60,Cs0.05MA0.12FA0.83Pb(I0.85Br0.15)3,one-step,spin2-3,toluene,DMF+DMSO,TPT-H6,0,0,0,0,0,10.18,0.05,0.12,0.83,0,1,0,0.85,0.15,0,1.607323828
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,na,CrO3,0,0,0,0,Cl,10.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI2Br,one-step,spin2-3,no,DMF+NH4Cl,PEDOT:PSS,0,0,0,0,0,10.2,0,1,0,0,1,0,0.666666667,0.333333333,0,1.829682619
TiO2,no,MAPbI3,two-step,vasp,no,NEP,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0rod/SrTiO3,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,toluene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
no,no,MAPbI3,one-step,spin,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,electrodeposition-dip,no,na,no,0,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,PEI,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin-OSA,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.2,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,BCP,MAPbI3,one-step,spray,no,DMF,PEDOT:PSS,0,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,Ba,MAPb(I0.97Br0.03)3,two-step,CVD,no,na,PEDOT:PSS,polyTPD,0,0,0,0,10.2,0,1,0,0,1,0,0.97,0.03,0,1.56854074
TiO2,no,MAPbBr3,one-step,blowdry,no,DMF,P3HT,0,0,0,0,0,10.2,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2-GQDs,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.2,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,CsPbI2Br,one-step,spin2-3,ethylacetate,DMF+DMSO,no,0,0,0,0,0,10.21,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
cTiO2,TiO2,CsPbI3,one-step,spin2-3,no,DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.21,1,0,0,0,1,0,1,0,0,1.686142745
ICBA,Bphen,FA0.75MA0.25SnBrI2,one-step,spin,diethylether,DMF+DMSO,PEDOT:PSS,0,0,KSCN,EDADI,0,10.23,0,0.25,0.75,0,0,1,0.666666667,0.333333333,0,1.500266667
TiO2,no,CsPbIBr2,one-step,spin2-3,no,DMSO,0,0,0,0,Ad,0,10.24,1,0,0,0,1,0,0.333333333,0.666666667,0,1.907448485
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF,0,0,0,0,rGO,0,10.26,0,1,0,0,1,0,1,0,0,1.530113848
C60,no,CsPbI2Br,one-step,spin2-3,no,DMSO,NiOx,0,0,0,0,0,10.3,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
PDI+EH,no,MAPbI3,one-step,spin,toluene,DMF,PEDOT:PSS,0,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,0,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+CNT,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,one-step,spin,no,DMF+DMSO,PEDOT:PSS,0,0,0,0,0,10.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPb(I0.3Br0.7)xCl3-x,one-step,spin,no,DMF,PEDOT:PSS,HSL2,0,0,0,Cl,10.3,0,1,0,0,1,0,0.3,0.7,0,2.000382792
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,H-TFSI+Et4N-TFSI,0,0,0,Cl,10.3,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FAPbI3,one-step,spin2-3,toluene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.3,0,0,1,0,1,0,1,0,0,1.50607803
PCBM+C60,no,MAPbI3,one-step,spin,no,DMF+DIO,PEDOT:PSS,0,0,0,0,Cl,10.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,4-TFMAP,0,0,10.34,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,CsPbIBr2,one-step,spin,no,DMSO,Spiro-OMeTAD,0,0,0,Cu,0,10.4,1,0,0,0,1,0,0.333333333,0.666666667,0,1.907448485
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF+MCN,no,0,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Q221,Li+TBP,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,two-step,spin-dip,no,DMF,NiOx,0,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,0,0,0,10.45,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,CsPbI2Br,one-step,spin2-3,ethylacetate,DMF+DMSO,no,0,KTFA,0,0,0,10.47,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
TiO2,no,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,Al-ZnO-na0rod,MAPbI3,two-step,spin-spin,no,DMF,P3HT,Li,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin2-3,toluene,NMP,NiOx,0,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,dipping,no,na,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,0,0,0,0,Cl,10.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10.5,0,1,0,0,1,0,1,0,0,1.530113848
no,TiO2-na0rod,MAPbI3,one-step,spin2-3,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,no,MAPbI3,one-step,spin2-3,no,DMF+DIO,PEDOT:PSS,0,0,0,0,Cl,10.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.5,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,one-step,spin,no,na,PEDOT:PSS,0,0,0,0,Cl,10.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,AZO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
no,no,FAPbI3,two-step,spin-spin,no,na,Spiro-OMeTAD,0,0,0,0,0,10.6,0,0,1,0,1,0,1,0,0,1.50607803
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,0,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,rhodamine,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,Cl,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,vasp,no,DMF,no,0,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,spiro(TFSI)2+TBP,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2,CsPbI3,one-step,spin2-3,no,DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.7,1,0,0,0,1,0,1,0,0,1.686142745
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,CsPbI3,one-step,spin,no,DMF+DMSO+PVP,Spiro-OMeTAD,0,0,0,0,0,10.7,1,0,0,0,1,0,1,0,0,1.686142745
TiO2,mZrO2,MAPbI3,one-step,drip,no,GBL,no,0,0,0,5-AVA,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
C60,BCP,MAPbI3,two-step,vasp,no,DMF,PEDOT:PSS,0,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,FAPbI3,one-step,spin,diethylether,DMF+DMSO+KI,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.7,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2-Au,MAPbI3,one-step,spin2-3,chlorobenzene,DMSO+GBL,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
no,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,0,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,CZTS-QD,0,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM-PEI,no,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-NS,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,10.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,na,PEDOT:PSS,0,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,no,MAPbI3,one-step,spin,no,DMF+DIO,PEDOT:PSS,0,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.7,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,CsPbBr3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,10.71,1,0,0,0,1,0,0,1,0,2.263672727
ZnO,no,MAPbI3,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.77,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,CsPbI2.67Br0.33,one-step,spin,no,DMF,no,0,0,0,0,0,10.8,1,0,0,0,1,0,0.89,0.11,0,1.678618333
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,FPI-PEIE,MAPbI3,one-step,spin,no,DMF+H2O,PEDOT:PSS,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spray,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,no,DMF+CHP,PEDOT:PSS,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,10.8,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,mSnO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,no,DMF+CHP,RGO,0,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,Ba,MAPb(I0.9Br0.1)3,two-step,CVD,no,na,PEDOT:PSS,polyTPD,0,0,0,0,10.8,0,1,0,0,1,0,0.9,0.1,0,1.699584431
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP+Ir,0,0,0,Cl,10.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,mZrO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,10.8,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,CsPbIBr2,one-step,spin2-3,no,DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,10.81,1,0,0,0,1,0,0.333333333,0.666666667,0,1.907448485
